Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/extract,5617,1175,1700,1961.8611492789773,79.01450000008481,10092.827999999827,42161.927719423176,47.26966053472075,9.888170042424226,1700,2200,2600,2800,3700,4400,5500,6300,8400,10000,10000
,Aggregated,5617,1175,1700,1961.8611492789773,79.01450000008481,10092.827999999827,42161.927719423176,47.26966053472075,9.888170042424226,1700,2200,2600,2800,3700,4400,5500,6300,8400,10000,10000
