Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/extract,2189,189,410,437.34573083600856,28.125400000135414,3718.1868000006943,27956.474189127457,18.419819649211142,1.5903818701237578,410,590,650,680,750,860,970,1000,2000,3700,3700
,Aggregated,2189,189,410,437.34573083600856,28.125400000135414,3718.1868000006943,27956.474189127457,18.419819649211142,1.5903818701237578,410,590,650,680,750,860,970,1000,2000,3700,3700
