Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/extract,5575,1157,890,948.0753121793696,54.598800000349,5196.459300000242,42065.688968609866,46.977919835348565,9.749498340717182,890,1100,1200,1300,1500,1800,2000,2300,4300,5200,5200
,Aggregated,5575,1157,890,948.0753121793696,54.598800000349,5196.459300000242,42065.688968609866,46.977919835348565,9.749498340717182,890,1100,1200,1300,1500,1800,2000,2300,4300,5200,5200
