Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/extract,10820,0,6,8.612432255081655,3.421899999921152,1011.1815000000206,10835.9,91.03187633476193,0.0,6,7,8,8,10,13,18,21,690,980,1000
,Aggregated,10820,0,6,8.612432255081655,3.421899999921152,1011.1815000000206,10835.9,91.03187633476193,0.0,6,7,8,8,10,13,18,21,690,980,1000
