Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/extract,4082,234,1200,1327.2364243753113,2.3346999996647355,4565.313699999933,9843.316511513964,34.39947483563579,1.9719444173294403,1200,1500,1700,1800,2400,2900,3300,3600,4300,4600,4600
,Aggregated,4082,234,1200,1327.2364243753113,2.3346999996647355,4565.313699999933,9843.316511513964,34.39947483563579,1.9719444173294403,1200,1500,1700,1800,2400,2900,3300,3600,4300,4600,4600
