Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/extract,52852,0,6,11.124777849467922,1.6759000000092783,2109.4419999999445,19084.089760084764,445.8863914141274,0.0,6,8,10,11,18,25,39,54,1000,1800,2100
,Aggregated,52852,0,6,11.124777849467922,1.6759000000092783,2109.4419999999445,19084.089760084764,445.8863914141274,0.0,6,8,10,11,18,25,39,54,1000,1800,2100
