Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/extract,36785,10216,45,58.771935465542526,2.254699999866716,2974.734299999909,7768.877939377464,309.3345366508255,85.90897448483985,45,61,70,76,94,110,140,200,2100,2900,3000
,Aggregated,36785,10216,45,58.771935465542526,2.254699999866716,2974.734299999909,7768.877939377464,309.3345366508255,85.90897448483985,45,61,70,76,94,110,140,200,2100,2900,3000
