Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/extract,77961,4,32,51.04473960057086,1.8227000000479165,3342.441699999654,19089.809661240877,653.240174163933,0.03351625423808997,32,52,65,76,120,160,230,310,1200,2200,3300
,Aggregated,77961,4,32,51.04473960057086,1.8227000000479165,3342.441699999654,19089.809661240877,653.240174163933,0.03351625423808997,32,52,65,76,120,160,230,310,1200,2200,3300
