Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/extract,44902,20,110,158.40940915771625,19.29370000016206,7779.080499999964,10842.101509955013,378.0540898716872,0.16839075759284095,110,130,140,150,190,240,350,830,7300,7700,7800
,Aggregated,44902,20,110,158.40940915771625,19.29370000016206,7779.080499999964,10842.101509955013,378.0540898716872,0.16839075759284095,110,130,140,150,190,240,350,830,7300,7700,7800
