Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/extract,2188,0,380,432.0267037477143,68.76340000007986,1758.795199999895,10787.12294332724,18.416152059266878,0.0,380,540,670,700,770,840,990,1100,1400,1800,1800
,Aggregated,2188,0,380,432.0267037477143,68.76340000007986,1758.795199999895,10787.12294332724,18.416152059266878,0.0,380,540,670,700,770,840,990,1100,1400,1800,1800
